,User,Text,Date,Favorites,Retweets,Mentions,HashTags,Search Keywords
170,Teebellaa_,The navy just shipped my brother out to Florida as a first responder to help out with COVID-19 patients praying that God keeps him covered &amp; healthy!,2020-03-30 18:32:56+00:00,0.0,1.0,,,covid
171,Central_Astoria,"To our local businesses and residents, We will continue to be at your service while working remotely, taking precautionary measures to protect our community and staff against COVID-19. We will continue to answer every call, voicemail, and e-mail. Please stay safe. #Astoria",2020-03-30 18:32:11+00:00,2.0,2.0,,#Astoria,covid
172,m_totann,The amount of patients testing positive for covid-19 in my office ,2020-03-30 18:24:49+00:00,0.0,4.0,,,covid
173,RamyCosmetics,The Naked Cowboy in Times Square #covid_19 #nakedcowboy #isolation @Time Square https://www.instagram.com/p/B-XiPJgFQGG/?igshid=1518bzz8eow4l,2020-03-30 18:24:25+00:00,0.0,0.0,,#covid_19 #nakedcowboy #isolation,covid
174,BrittanyElyseBK,"Ok an update about the COVID situation here, we are still quarantining. I called to get tested a week ago and haven’t heard anything, so just because you live with someone who has tested positive and have all the symptoms they will not test you.",2020-03-30 18:24:23+00:00,0.0,0.0,,,covid
175,drpuglisi,We understand that your #mentalhealth may be suffering due to these uncertain times. #COVID_19 has made things a little scary for all of us! We want to share some suggestions on #stressmanagement from psychiatrist… https://www.instagram.com/p/B-Xh_xSBoi8/?igshid=6ton001w71px,2020-03-30 18:22:20+00:00,0.0,1.0,,#mentalhealth #COVID_19 #stressmanagement,covid
176,johncraven1,"Without a critical drug, Petra Carraro of Danbury‘s immune system attacks her own organs. But now, the @US_FDA says that same drug can treat COVID — and Petra can’t find a refill anywhere Her story in 10 minutes on @News12CT",2020-03-30 18:22:01+00:00,0.0,1.0,@US_FDA @News12CT,,covid
177,NYC_Timescape,"Truly in awe of the sight this morning of the USNS Comfort arriving in NYC. Thank you to all who are serving on board. This hospital ship brings the capacity to treat 1,000 patients here in NYC. #usnscomfort #nyc @nycmayor #covid_19",2020-03-30 18:21:05+00:00,5.0,9.0,@NYCMayor,#usnscomfort #nyc #covid_19,covid
178,SydaneSoSimple,"Covid-19,I will never forgive you for this unibrow",2020-03-30 18:21:01+00:00,0.0,2.0,,,covid
179,GEOLOGY365,"Life in #quarantine NYC. Stay healthy and safe everyone. #staythefuckhome #socialdistancing #covid_19 @Brooklyn, New York https://www.instagram.com/p/B-XhR7KHR1N/?igshid=1oqk2h256lbvb",2020-03-30 18:16:04+00:00,0.0,1.0,,#quarantine #staythefuckhome #socialdistancing #covid_19,covid
180,Aaron_D_Neufeld,"New York Governor Andrew Cuomo’s leadership during this pandemic has been outstanding. nygovcuomo #GovernorCuomo #NYC #NewYork #leadership #covid_19 #coronavirus #pandemic #usa #usa @New York, New York https://www.instagram.com/p/B-Xg87GDfN1/?igshid=9g0rx8ns88k8",2020-03-30 18:13:12+00:00,1.0,1.0,,#GovernorCuomo #NYC #NewYork #leadership #covid_19 #coronavirus #pandemic #usa #usa,covid
181,VictoriaSax1,USNS Comfort arriving in New York 3/30/2020 #covid_19 #corona #nycstreetphotography #worldstreetphotography #nycstreetphotographer #nycstreetshots #nycphotographer #streetphotography #nycphotographers #newyork #newyorkcity – at Pier 90,2020-03-30 18:11:13+00:00,1.0,3.0,,#covid_19 #corona #nycstreetphotography #worldstreetphotography #nycstreetphotographer #nycstreetshots #nycphotographer #streetphotography #nycphotographers #newyork #newyorkcity,covid
182,AnaMariaArchil2,"People are striking because the warehouse where they work has 11 cases of COVID and the company has not taken measures to protect people’s lives. This is both extetemely dangerous for the workers, and for anyone receiving packages from this warehouse.",2020-03-30 18:09:11+00:00,1.0,9.0,,,covid
183,DRichards13,A sweet soul gone to early. My prayers are with my @CWA1180 family today. Priscilla sacrificed her life to ensure we could defeat COVID-19 at Elmhurst Hospital. #GoneButNeverForgotten,2020-03-30 18:07:07+00:00,5.0,43.0,@CWA1180,#GoneButNeverForgotten,covid
184,Neferet17,UPDATE: DAY 6th of fighting the COVID-19 Symptoms: I pray that everyone is staying safe and healthy. From URGENT CARE over the weekend to my dad calling 911 on Saturday night for me passing out due to lack of… https://www.instagram.com/p/B-Xfs4Pnl6y/?igshid=17g8dk68qbb4m,2020-03-30 18:02:17+00:00,0.0,1.0,,,covid
185,thewilliammccoy,Governor Cuomo’s address on COVID-19 just finished and the network said “back to the regularly scheduled programming” and it was JERRY SPRINGER. That just seemed very fitting of the times,2020-03-30 18:01:52+00:00,0.0,0.0,,,covid
